,tweet,hashtags,class,label
10944,day like today feel confident skin feelingpretty,['feelingpretty'],,0.0
10945,electronic music bogota colombia puntohost edm dj fashion music,"['bogota', 'colombia', 'puntohost', 'edm', 'dj', 'fashion', 'music']",,0.0
10946,medical humor nurse nurse week nurse week nurse im happy ecards,"['medical', 'humor', 'nurses', 'nurses', 'nursing', 'i', 'ecards']",,0.0
10947,good morning nack raji raychell,"['nack5', 'raji795', 'raychell']",,0.0
10948,love happy without reason positive mood change how view thing positive positivity smile positiveattitude,"['positive', 'positivity', 'smile', 'positiveattitude']",,0.0
10949,red white blue th summer fashion color handmade jewelry fashionable red white blue necklace,"['4th', 'summer', 'fashion', 'colors', 'handmade', 'jewelry', 'fashionable', 'red', 'white', 'blue', 'necklace']",,0.0
10950,time funny,['funny'],,0.0
10951,look forward talk youve get minute show photojournalist,['photojournalist'],,0.0
10952,trueobamas no answer fight radical islam instead still defend bash trump,[],,0.0
10953,sunday america today orlandonightclubshooting senselessviolence,"['america', 'orlandonightclubshooting', 'senselessviolence']",,0.0
10954,first live chat iasuk today bring,['iasuk'],,0.0
10955,happy bihday lucy bihday lucy,[],,0.0
10956,summer thunderstorm nj make,"['summer', 'thunderstorms', 'nj']",,0.0
10957,late member lovetodiscover plentyofpicnics,"['lovetodiscover', 'plentyofpicnics']",,0.0
10958,mum word,[],,0.0
10959,standard day work volunteer itwasagoodday roxborough reservoir,"['volunteer', 'itwasagoodday']",,0.0
10960,absolutely stun dinner bake duck spicy vegetable tray bake amp wild rocket cleanliving homecooking,"['cleanliving', 'homecooking']",,0.0
10961,know positive affirmation,"['i_am', 'positive', 'affirmation']",,0.0
10962,family time yesterday mooma lil si familytime,['familytime'],,0.0
10963,wow sad prayersfororlando,['prayersfororlando'],,0.0
10964,blog post teen,['teen'],,0.0
10965,gravitationalwaves detect time le year einsteinwasrightagain,"['gravitationalwaves', 'einsteinwasrightagain']",,0.0
10966,appmashup book minecraft bird perfect read gamers get,"['appmashup', 'minecraft', 'gamers']",,0.0
10967,happy,[],,0.0
10968,find game little pa bird game play,"['gaming', 'bird']",,0.0
10969,cant wait see conce datenight,"['conce', 'datenight']",,0.0
10970,happy bihday day lebron miley jordan im bihday dad cake spos chuckecheese beer present bihd,"['23', 'lebron', 'miley', 'jordan', 'im', 'bihday', 'dad', 'cake', 'spos', 'chuckecheese', 'beer', 'presents', 'bihd']",,0.0
10971,people dont like dedicate life get attention make see shady shit say,[],,0.0
10972,crack iphone screen,[],,0.0
10973,love not bring sadness not hold erich maria remarque mountain valley,['love'],,0.0
10974,mine theme bridge like much download listen walk,[],,0.0
10975,new release slime school apple cat lol indiegame funny meme indiegogo game australia,"['apple', 'cat', 'lol', 'indiegame', 'funny', 'memes', 'indiegogo', 'gamer', 'australia']",,0.0
10976,trip tokyo enjoy fun love like lol myl,"['ã', 'ã', 'ã', 'ã', 'trip', 'tokyo', 'enjoy', 'fun', 'love', 'like', 'lol', 'mylâ']",,0.0
10977,recent bathroom renovation po melbourne use stun verona cenere x,[],,0.0
10978,fam get pay raise,[],,0.0
10979,team come together togetherwecan teamspirit,"['team', 'togetherwecan', 'teamspirit']",,0.0
10980,toptweeters like one venusexchange,"['toptweeters', 'venusexchangeâ']",,0.0
10981,today weather tomorrow headline endtheshootingsnow chiwhere chicago,"['endtheshootingsnow', 'chiwhere', 'chicago']",,0.0
10982,moon embrace sun kdrama,['kdrama'],,0.0
10983,new jersey beautiful sunny calm peacefull flower grass lifeinnyc,"['new', 'beautiful', 'sunny', 'calm', 'peacefull', 'flowers', 'grass', 'lifeinnyc']",,0.0
10984,man bus call bus driver batty boy twatface,['twatface'],,0.0
10985,polish positive affirmation,"['i_am', 'positive', 'affirmation']",,0.0
10986,im actually glad parent back today inshaallah,[],,0.0
10987,peep market epicurian throwback embrace innerchild culinary fun kid,"['peeps', 'market', 'epicurian', 'throwback', 'embrace', 'innerchild', 'culinary', 'fun', 'because', 'kids']",,0.0
10988,game throne season episode preview hbo battleofbastards,"['9', 'battleofbastards']",,0.0
10989,avg person receive email day yikes stop use email roughly year ago feel free efficient,"['free', 'efficient']",,0.0
10990,love morocco likelike followme followfollow marrakesh morocco,"['love', 'morocco', 'like4like', 'followme', 'follow4follow']",,0.0
10991,really happen,[],,0.0
10992,cute ampyammy strawberryacai starbucks nyc dancer new york new york,"['strawberryacai', 'starbucks', 'nyc', 'dancer']",,0.0
10993,feel like summer love like live life enjoy healthy sun tan bikini summer,"['love', 'like', 'live', 'life', 'enjoy', 'healthy', 'sun', 'tan', 'bikini', 'summerâ']",,0.0
10994,whistle workout hehe join cardio session beautiful peep happiness gym fitfam,"['workout', 'cardio', 'beautiful', 'happiness', 'gym', 'fitfam']",,0.0
10995,book showtimestudiotour watch live meet favorite host showtime,"['booked', 'showtimestudiotour']",,0.0
10996,time sleep smile,['smilingð'],,0.0
10997,apple dad eyethe joy happiness lacey bring unreal dad one million real love,"['real', 'love']",,0.0
10998,finally roll singer stbstage,['stbstage'],,0.0
10999,ready uplevel sta dream coach business time click learn business coach,"['business', 'coaching']",,0.0
11000,shineythings make yellowstatuspresenter younique next stop pinkstatus,"['shineythings', 'yellowstatuspresenter', 'younique', 'pinkstatus']",,0.0
11001,tweet much acceptance last day how allow bully rhny,[],,0.0
11002,good moning saturday,[],,0.0
11003,father dysfunctional selfish drag kid dysfunction run,['run'],,0.0
11004,excite announce new product sprout something wildflower seed marble htt,[],,0.0
11005,think mass shoot victim orlando,['orlando'],,0.0
11006,feel childrens story recognize express manage sadness par,[],,0.0
11007,wish day full bless best success wish positive monday day luxury world,"['blessings', 'best', 'success', 'wishes', 'positive', 'dayâ', 'luxury', 'world']",,0.0
11008,hard watch colbe struggle lame sketch amp interview w guest he not interest lssc misstheoldcolbe,"['colbe', 'lssc', 'misstheoldcolbe']",,0.0
11009,go shop today dayoff,['dayoff'],,0.0
11010,goodmorning twitter wake like weekend folk enjoy,['enjoyó¾'],,0.0
11011,likescam bull hill climb reach target complete task survive strong excit,['likescam'],,0.0
11012,people who cant take blame anything make feel like one wrong fuckoff,['fuckoff'],,0.0
11013,let follow nice advice keep marry life,['married'],,0.0
11014,new trend gif mom pop mom pop music mom pop music mom pop couney barnett,"['trending', 'gif']",,0.0
11015,thrill go dumbdonalddestroying america fraud,"['dumbdonalddestroying', 'fraud']",,0.0
11016,one day conce music,['music'],,0.0
11017,really need get dog alone lol,['alone'],,0.0
11018,bihday stay bless,[],,0.0
11019,today finally colonel trip go dc gonna rest eye sta roadtrip,['roadtrip'],,0.0
11020,round destiny f ery let get raid go viewer supposmallstreams notcoolbungie,"['destiny', 'supposmallstreams', 'notcoolbungie']",,0.0
11021,look forward digitalleaderacademy monday,['digitalleaderacademy'],,0.0
11022,school seem bore tomorrow coz dont happy pill,[],,0.0
11023,dmj fashion love good morning lady,"['good', 'morning', 'ladies']",,0.0
11024,cant wait see asshole who although im live among people like everyday,[],,0.0
11025,nzd usd rise eye gdt price index fomc statement blog silver gold forex,"['nzd', 'blog', 'silver', 'gold', 'forex']",,0.0
11026,good night museum roppongi love instagood fun gn,"['ã', 'ã', 'å', 'museum', 'roppongi', 'love', 'instagood', 'fun', 'gn']",,0.0
11027,premium staer kit today sign blog health essentialoils,"['health', 'essentialoils']",,0.0
11028,two day without beautiful furbabies furbabies cat,"['furbabies', 'catsâ']",,0.0
11029,bloody mary father day bring dad tomorrow fathersdaydad weloveyou,"['fathersdaydad', 'weloveyouâ']",,0.0
11030,wow what busy even lt ill bk afternoon kikme mrspeppersalt new video,['kikme'],,0.0
11031,saturdaynight winelover how wine make funny howitsmade joke,"['saturdaynight', 'winelover', 'wine', 'funny', 'howitsmade', 'joke']",,0.0
11032,hardcore vinyl boca raton teen sexual assault,[],,0.0
11033,learn one friend one pulse decease worry devote single dad toddler amp great guy,['pulse'],,0.0
11034,book angel september plansplansplans flight marrakech love,"['plansplansplans', 'flight', 'marrakech', 'loveâ']",,0.0
11035,love videoproduction summer camp post cute august photooftheday beautiful,"['loved', 'videoproduction', 'summer', 'camp', 'cute', 'photooftheday', 'beautiful']",,0.0
11036,lalienmorfi greciaaaa,['lalienmorfi'],,0.0
11037,hooker idol since baby hooker get meet tonight gangbang lol,[],,0.0
11038,fckn feel awesome personalize,"['feeling', 'awesome', 'personalizedâ']",,0.0
11039,eur usd hover daily peak blog silver gold forex,"['eur', 'blog', 'silver', 'gold', 'forex']",,0.0
11040,funny air dome seibu stadium child play follow instagood trip travel l,"['follow', 'instagood', 'trip', 'travelâ', 'lâ']",,0.0
11041,maybe im still cry,[],,0.0
11042,mother parkinson deep depression give doc med never quitter,"['parkinsons', 'depression']",,0.0
11043,matter week away pridemonth pride londonlgbtpride exc,"['pridemonth', 'pride', 'londonlgbtpride', 'excâ']",,0.0
11044,happy father day clapton hackney hackneywick homeon fathersday,"['clapton', 'hackney', 'hackneywick', 'homeon']",,0.0
11045,shadow socialanxiety selfharming suicide suicidal depression depress pain wohless fat,"['socialanxiety', 'selfharming', 'suicide', 'suicidal', 'depression', 'depressed', 'pain', 'wohless', 'fat']",,0.0
11046,refugee immts move cause hype hope prosperity poor poor,[],,0.0
11047,get shoot today arisjamestrue baby,"['arisjamestrue', 'baby']",,0.0
11048,school summer one week today teacher extend hour pm,"['teachers', 'extended', 'hour']",,0.0
11049,people who post stuff like need ban life,[],,0.0
11050,journalism what,[],,0.0
11051,le min littlegirlhairstyles hairdo go go go door,"['littlegirlhairstyles', 'hairdo']",,0.0
11052,miss hawaii much,[],,0.0
11053,tym month get ipsy goodie bag,"['month', 'ipsy']",,0.0
11054,think feel think who care feel happy love motivation,"['love', 'motivation']",,0.0
11055,even mere perception bad business nba brand,[],,0.0
11056,enjoy inner italian essence actress onset setlife actorslife italian,"['actress', 'onset', 'setlife', 'actorslife', 'italian']",,0.0
11057,sta morning right lemonwater cleanse detox begoodtoyourself healthy tuesdaymotivation,"['morning', 'lemonwater', 'cleanse', 'detox', 'begoodtoyourself', 'healthy', 'tuesdaymotivation']",,0.0
11058,find pcos disheaening pcos notsurewhattodo feelingoverwhelmed,"['pcos', 'notsurewhattodo', 'feelingoverwhelmed']",,0.0
11059,omg hope fun see selena gomez live go sorry didnt go,[],,0.0
11060,enjoy loveit,"['è', 'loveit']",,0.0
11061,first ultrasound scan tomorrow cant wait week day today expect ultrasound pregnant,"['expecting', 'ultrasound', 'pregnant']",,0.0
11062,keep fly kimi goodqualikimi amp bday jeanalesi canadagp pvuorela,"['goodqualikimi', 'bday', 'jeanalesi', 'canadagp', 'pvuorela']",,0.0
11063,listen tabique flamboyantmp soundcloud fiji,"['soundcloud', '23181573']",,0.0
11064,great addition reason shouldnt potus cant spell,[],,0.0
11065,wow incredibly sad life precious honor experimenter ripantonyelchin ht,['ripantonyelchin'],,0.0
11066,thehistorypic donald trump mike tyson motivation,['motivation'],,0.0
11067,wish everyone peaceful happy weekend weekend enjoy,"['weekend', 'enjoy']",,0.0
11068,bihday sweetsixteen summersixteen victoria amp grace thankyiou choose,"['bihday', 'sweetsixteen', 'summersixteen', 'victoria', 'grace', 'thankyiou']",,0.0
11069,how make show call buddysfoodnetwork gorge huge amount food many people go bed hungry,['buddysfoodnetwork'],,0.0
11070,fact keep watch make interest,[],,0.0
11071,go watch film find dory soon excite film findingdory,"['films', 'findingdory']",,0.0
11072,dont forget toothbrush thank beth tickle pink prepschool,['prepschool'],,0.0
11073,how not legal jeopardy,[],,0.0
11074,countdown begin hour till musical itsthefinalcountdown youngcarers rctcbc rctcouncil rct carersweek,"['itsthefinalcountdown', 'youngcarers', 'rctcbc', 'rctcouncil', 'rct', 'carersweek']",,0.0
11075,big day tomorrow godissoamazing,['godissoamazing'],,0.0
11076,nt man talk le boy bt king yet ure accusin wrong do culture standard,[],,0.0
11077,sex story sumo wrestler naked,[],,0.0
11078,look forward celebrate success student colleague employer friend,[],,0.0
11079,nationalroseday gt gt,['nationalroseday'],,0.0
11080,read saw might astonish quote read book awe,['awe'],,0.0
11081,sometimes life get scar remember jesus die save campiscoming zipline,"['campiscoming', 'zipline']",,0.0
11082,couture fashion double hole shark goal woulda sctop hed hat trick u stanleycup,"['sctop10', 'stanleycup']",,0.0
11083,please expand canada im miss cantwatchrockthisboat,['cantwatchrockthisboat'],,0.0
11084,jayson weh happy talk another person age come jayson weh get,[],,0.0
11085,ahhh father day,[],,0.0
11086,im see good review feedback timeline people na nakapanood na ng conjure today wannnn watchhhh pero wala upod,[],,0.0
11087,lunch bestie ger thai food foodporn love fat first thai food,"['thai', 'food', 'foodporn', 'love', 'fat']",,0.0
11088,food day todaycome get get bite work cocktail pm,[],,0.0
11089,thank mygirl djpaipai bday th pay,"['djpaipai', 'bday', '35th', 'pay']",,0.0
11090,cause lose,[],,0.0
11091,general pull pin grenade pose selfie what,[],,0.0
11092,thankful sunrise thankful positive,"['thankful', 'positive']",,0.0
11093,speak austrian law student group moment cm supervision process execution ecthr judgment,['ecthr'],,0.0
11094,red hill go amaze cannot wait,[],,0.0
11095,aymtracklist no season aist vocal kahik chimayi shakthishreegopalan,"['aymtracklist', 'kahik', 'chimayi', 'shakthishreegopalan']",,0.0
11096,summer summer beach lakemichigan,"['summer', 'beach', 'lakemichigan']",,0.0
11097,bye seville glorious hope see paing travelgram travel spain,"['seville', 'paing', 'travelgram', 'travel', 'spain']",,0.0
11098,difficult path make thefashionrepoeravels panagia panagiaagitra rock,"['thefashionrepoeravels', 'panagia', 'panagiaagitra', 'rocks']",,0.0
11099,camp next weekend lovecamping brownwood,"['lovecamping', 'brownwood']",,0.0
11100,brother decide pop bubble vape bubble,"['vape', 'bubbles']",,0.0
11101,visit friend find book house priceless learningspaces,"['priceless', 'learningspaces']",,0.0
11102,steak night tuesday night dadanddaughter steaknight potd mood chill,"['out', 'tuesday', 'night', 'dadanddaughter', 'steaknight', 'potd', 'mood', 'chill', 'l4lâ']",,0.0
11103,free creampie sex movie dragon porn,[],,0.0
11104,great night old school friend tonight schoolreunion nightout cambridge,"['schoolreunion', 'nightout', 'cambridge']",,0.0
11105,im plan year digitalnomad socialroadtrip,"['digitalnomad', 'socialroadtrip']",,0.0
11106,summer time summeriscoming swim picoftheday tattoo issho pulsera fluyendo,"['summeriscoming', 'swimming', 'picoftheday', 'tattoos', 'issho', 'pulsera', 'fluyendo']",,0.0
11107,en route winnipeg aic conference cant wait,[],,0.0
11108,happy father day fathersday minnesotasummer dad goodman golden valley minnesota,"['fathersday', 'minnesotasummer', 'dad', 'goodman']",,0.0
11109,celebrity express grief heabreak mass shoot gay club orlando via pulsenightclub,['pulsenightclub'],,0.0
11110,ofcoursetheone ampnly score prize harmonica killer show,[],,0.0
11111,family dbrealty loose basic necessity home,['dbrealty'],,0.0
11112,binge watch orange new black catch work oitnb,['oitnb'],,0.0
11113,yah wait fieldday get see great pjharvey perform cant wait dance rain,"['fieldday', 'pjharvey']",,0.0
11114,chew search,[],,0.0
11115,smile smile goodsunday day nighttime instalike instafollow,"['smile', 'goodsunday', 'nighttime', 'instalike', 'instafollowâ']",,0.0
11116,host tomorrow,[],,0.0
11117,damn even french twitter know american national basketball association moi,[],,0.0
11118,arrive australia ready sydney event tomorrow mdlla,"['australia', 'sydney', 'mdlla']",,0.0
11119,hope become despair easily ice melt summer day love depression km death quote quote,"['love', 'depression', 'kms', 'death', 'quotes', 'quote']",,0.0
11120,happy friday zoe friday friday tgifridays beaglemania beagle beagle,"['friday', 'tgifridays', 'beaglemania', 'beagles', 'beagleâ']",,0.0
11121,uekettas chic jewelry say father day father enjoyyourday,"['all', 'enjoyyourday']",,0.0
11122,dunstaplesummerselfie watch next c min dunstaple duranduran,"['dunstaplesummerselfie', 'dunstaple', 'duranduran']",,0.0
11123,bust play,[],,0.0
11124,hour fun rage play battlefield guy tonight count day battlefield one battlefield,['battlefield1'],,0.0
11125,make mad superstar like havent express type unity towards gay community tragedy,[],,0.0
11126,honestly due laziness inactivity age election pole online bernie wouldve win landslide,[],,0.0
11127,macbook pro wwdc apple end,"['wwdc2016', 'apple']",,0.0
11128,how nominate one candidate make vote possible,[],,0.0
11129,nigth rumba cdmx nigthlife,"['rumba', 'cdmx2016', 'nigthlife']",,0.0
11130,forever bestie karaoke friend friendship love nofilter instacool instagood,"['forever', 'karaoke', 'friends', 'friendship', 'love', 'nofilter', 'instacool', 'instagood']",,0.0
11131,diet week staed stone stone weightloss slimfast aday fattynomore,"['weightloss', 'slimfast', '3aday', 'fattynomore']",,0.0
11132,what ur say public interest murderer theyre muslim yes point exactly,[],,0.0
11133,no enemy within enemy outside cannot hu african proverb quote inspirational,"['quote', 'inspirational']",,0.0
11134,good morning everyone wish positive amp sunday,"['positive', 'sunday']",,0.0
11135,thank bihday bihday smile girly crazygirl funny bihday,"['bihday', 'smile', 'girly', 'crazygirl', 'funny']",,0.0
11136,game play graphic world far cant wait see what else u,[],,0.0
11137,make day positive dog want dad amaze fathersday dinner,"['positive', 'amazing', 'fathersday', 'dinner']",,0.0
11138,lessthanhalf woh linstening,"['lessthanhalf', 'woh', 'linstening']",,0.0
11139,first day btg tomorrow nervous,['nervous'],,0.0
11140,hus ripchristina orlandoshooting prayfororlando lgbt vine grandaya ripchristina,"['ripchristina', 'orlandoshooting', 'prayfororlando', 'lgbt', 'ripchristina']",,0.0
11141,how bout gun law merica fuckya sarcasm land crazy fuck take advantage pathetic orlando,"['merica', 'fuckya', 'sarcasm', 'pathetic', 'orlando']",,0.0
11142,big problem actually work,[],,0.0
11143,tomorrow change life islam fun muslim,"['islam', 'fun', 'muslim']",,0.0
11144,wish could unsee why no,"['why', 'no']",,0.0
11145,crazy night great pay friend sttropez vip dj lequaisttropez friend music,"['sttropez', 'vip', 'dj', 'lequaisttropez', 'friends', 'music']",,0.0
11146,befre wed v wed tire finish nightnight,"['before', 'after', 'tired', 'finished', 'nightnightâ']",,0.0
11147,see kate will garden pay hillsborough castle summer royal,"['summer', 'royals']",,0.0
11148,bird diy craft please,"['birds', 'diy', 'crafts']",,0.0
11149,excite paicipate sho film see fest stayindie,['stayindie'],,0.0
11150,well heabroken well pray well vent beg amp plead amp nothing happen nothing ever happen sto,['stoâ'],,0.0
11151,thank car park bill neveragain,['neveragain'],,0.0
11152,father day,[],,0.0
11153,next session,[],,0.0
11154,agree sentiment,[],,0.0
11155,father day enjoy family bless boat car,"['family', 'blessed', 'boating', 'cars']",,0.0
11156,church best place sunday morning stayinlove,['stayinlove'],,0.0
11157,drop solid track soon really cant wait guy hear,[],,0.0
11158,angst must cause want yap evil muslim evil gay people im confuse,[],,0.0
11159,ride ride back do cycle sunset ride bike fitness cardio dese,"['cycling', 'sunset', 'ride', 'bikes', 'fitness', 'cardio', 'deseâ']",,0.0
11160,censorship real people amp control,[],,0.0
11161,luv chizuru amp nattu happy bihday bd bihday pay friend luv,"['bd', 'bihday', 'pay', 'friend', 'luv']",,0.0
11162,well christina gimmie pass watch video lose cant believe true im,[],,0.0
11163,daft dad family dad coffee bochum,"['family', 'dad', 'coffee', 'bochum']",,0.0
11164,thing incredibly people,['people'],,0.0
11165,remix soundcloud lovemusic,['lovemusic'],,0.0
11166,ahhhhh fun event today w thank who come,[],,0.0
11167,warm euro france frarou,"['euro2016', 'france', 'frarou']",,0.0
11168,backpack luxury fashion pink swarovski leather beautiful beach summer bag love gypsy,"['backpack', 'luxury', 'fashion', 'pink', 'swarovski', 'leather', 'beautiful', 'beach', 'summer', 'bags', 'love', 'gypsy']",,0.0
11169,amp la shoys fuck bill,[],,0.0
11170,suppo trump choose selfinterest principle teach otherwise,[],,0.0
11171,cant wait come bihday week burger cocktail,"['burgers', 'cocktails']",,0.0
11172,glow girl melanin,['melanin'],,0.0
11173,ready positive affirmation,"['i_am', 'positive', 'affirmation']",,0.0
11174,one talented friend pop weekend,[],,0.0
11175,hour leave bihday hbddave,['hbddave'],,0.0
11176,people dont value best tool job cause others change tool,[],,0.0
11177,happen lot people think something yt not censorship,[],,0.0
11178,first glimpse cover new print online wow original piece,[],,0.0
11179,today new day day goodmood sohappy feelgood bestday,"['goodmood', 'sohappy', 'feelgood', 'bestday']",,0.0
11180,finally big day didnt even sleep last night irevswe euro irl coybig,"['irevswe', 'euro2016', 'irl', 'coybig']",,0.0
11181,happy th anniversary infinite infinite th anniversary,"['infinite', 'ì', '6th', 'anniversaryâ']",,0.0
11182,seriously live outfit cant believe selena not wear,[],,0.0
11183,first video youtube v,[],,0.0
11184,healessgang ydl rich,"['healessgang', 'ydl']",,0.0
11185,not everyone accuse guilty rape horrible thing falsely accuse someone bad truth,['truth'],,0.0
11186,could belong broadwaydreams irecordedthetonys motivate goaldigger chasingdreams openedeyes nyc,"['broadwaydreams', 'irecordedthetonys', 'motivated', 'goaldigger', 'chasingdreams', 'openedeyes', 'nyc']",,0.0
11187,amanda piss trump ruin boyfriend political career,[],,0.0
11188,damn seriously fd,[],,0.0
11189,make,['makes'],,0.0
11190,decide happy good health,"['good', 'health']",,0.0
11191,thing staing shift,[],,0.0
11192,many delicious burger amp entree selection one hard thing select one,[],,0.0
11193,im canufeelit rickastley best age,"['canufeelit', 'rickastley50']",,0.0
11194,bride dkweddking dkwedding wed love view outdoors,"['dkweddking', 'dkwedding2016', 'wedding', 'love', 'view', 'outdoorsâ']",,0.0
11195,find really inspire unlike who go nice inspire really obnoxious full,[],,0.0
11196,think lovely hat which go ascot week enjoy lady aroundhampshire,['aroundhampshire'],,0.0
11197,go back ballroom year omg memory memory,['memory'],,0.0
11198,mindblown learn much google form workshop cfisdrrr,['cfisdrrr'],,0.0
11199,wont believe reason homeoffice not disclose info yarlswood,"['homeoffice', 'yarlswood']",,0.0
11200,people live fantasy world lie think everyone else honestyisthebestpolicy fake imnodummy,"['honestyisthebestpolicy', 'fakes', 'imnodummy']",,0.0
11201,proud congressional cochairs womeninpolitics congress,"['womeninpolitics', 'congress']",,0.0
11202,snow princess disney cute,"['disney', 'ç½', 'ã', 'cute']",,0.0
11203,want somewhere today couldnt whenwilliseeyouagain,['whenwilliseeyouagain'],,0.0
11204,gotta love little fruit humor saturday fellow food amp wine lover,"['fruit', 'saturday', 'food', 'wine']",,0.0
11205,laurel halo perform friday festival yyj,"['festival', 'yyj']",,0.0
11206,misspell tweet make disappoint im deanslist student ugh,"['disappointed', 'deanslist']",,0.0
11207,thank god another day dailyappreciation wednesday everyone,['dailyappreciation'],,0.0
11208,day imagenesnegro loveyoubabe cute boyfriend,"['loveyoubabe', 'cute', 'boyfriend', 'you']",,0.0
11209,thankful bed thankful positive,"['thankful', 'positive']",,0.0
11210,join take best rube like,[],,0.0
11211,hey bitch let go pay summer celebrate end friend barcelona,"['summer', 'celebrate', 'end', 'friends', 'barcelonaâ']",,0.0
11212,register democratic doesnt mean always vote way ashamed,['ashamed'],,0.0
11213,ppl r frk shoe nvr inshot cute summer blur sun fun dog hair beach hot cool,"['inshot', 'cute', 'summer', 'blur', 'sun', 'fun', 'dog', 'hair', 'beach', 'hot', 'coolâ']",,0.0
11214,guess dont actually get pay pretend journalist corruption,['corruption'],,0.0
11215,great time hand fly conce,[],,0.0
11216,omg bitch know go lil kim actually look like music video,[],,0.0
11217,day doctorwho starwars ghostbusters bttf ironman starek swce,"['doctorwho', 'starwars', 'ghostbusters', 'bttf', 'ironman', 'starek', 'swce']",,0.0
11218,yesterday amp today mark st time month w consecutive high gt yyt last time happen may,['yyt'],,0.0
11219,ptchat leader learn together,['ptchat'],,0.0
11220,play michael nyman nyman piano hea ask pleasure first music song,[],,0.0
11221,take sit night brave enough watch ahur die tear brillacting wi,"['tears', 'brillacting', 'wiâ']",,0.0
11222,didnt first time second u lol,[],,0.0
11223,yassssss cant wait see girl dumblondemafia,['dumblondemafia'],,0.0
11224,u find watch food video make hungry,[],,0.0
11225,live dream fashion love gypsysoul nature photograph pueobanus,"['fashion', 'love', 'gypsysoul', 'nature', 'photograph', 'pueobanusâ']",,0.0
11226,nxtplymouth,['nxtplymouth'],,0.0
11227,how stop angry person via go along talk rela,[],,0.0
11228,wouldnt queue high cou case how come film supreme priority cou,[],,0.0
11229,heabreaking last song die daughter leukemia cancer,"['leukemia', 'cancer']",,0.0
11230,ayesha curry twitter warrior,[],,0.0
11231,notbatmanyet areu go live rest life fantasy world create even know what reality,"['notbatmanyet', 'areu']",,0.0
11232,news voice singer christinagrimmie shoot dead conce ripchristina,"['news', 'voice', 'christinagrimmie', 'shot', 'dead', 'conce', 'ripchristina']",,0.0
11233,get watch orange new black today oitnb,['oitnb'],,0.0
11234,yooo bitch need therapy dique still want get tf outta still need foot ya as smdh,[],,0.0
11235,good morning internationaldayofyoga yogalove yoga relax healthy positive,"['internationaldayofyoga2016', 'yogalove', 'yoga', 'relax', 'healthy', 'positiveâ']",,0.0
11236,zzz relax ashe sleep dream,"['sleep', 'dreams']",,0.0
11237,lol not single idea what he talk disciple eat neverump,['neverump'],,0.0
11238,nice why cry nice france rain rainnyday somewhereoveherimbow life,"['nice', 'france', 'rain', 'rainnyday', 'somewhereoveherimbow', 'lifeâ']",,0.0
11239,ased bull dominate bull direct whatever want,['ased'],,0.0
11240,day officially ruin builder come porch patio area im trap no swim food shop,[],,0.0
11241,look forward what filly course u,[],,0.0
11242,live happiness,[],,0.0
11243,enjoy view great nature sea ocean beach plant view tagsforlikes instalike,"['great', 'nature', 'sea', 'ocean', 'beach', 'plants', 'view', 'tagsforlikes', 'instalikeâ']",,0.0
11244,someday mccain really answer question completely sell integrity,[],,0.0
11245,place salad lunch health healthy healthcoach eat food instafood,"['salad', 'lunch', 'health', 'healthy', 'healthcoach', 'eat', 'food', 'instafoodâ']",,0.0
11246,situation changebut try feel good thank rhonda,[],,0.0
11247,day first race rio gocanada motivate dedicate fit,"['rio2016', 'gocanada', 'motivated', 'dedicated', 'fit']",,0.0
11248,smiley face steinbeckandshaw weekend timetoponyup canterbury kent bar,"['smiley', 'faces', 'steinbeckandshaw', 'weekend', 'timetoponyup', 'canterbury', 'kent', 'barâ']",,0.0
11249,andreas think human be make sad weareorlando lgbt christianity love hate,"['weareorlando', 'lgbt', 'christianity', 'love', 'hate']",,0.0
11250,why every year go child open day tear parent home dont come thursdaythoughts,['thursdaythoughts'],,0.0
11251,like bible banger tree hugger something like tweet doesnt hold parent accountable,[],,0.0
11252,look what get run truckerhat thank u claudis,"['running', 'truckerhat']",,0.0
11253,kindyou r,['kindð'],,0.0
11254,break pay come late november defeat insane campaign amp,[],,0.0
11255,ure first amp last thing mind amp everyday always hope u like,['mind'],,0.0
11256,good night goodnight love today time twitter,"['goodnight', 'love', 'today', 'time', 'twitter']",,0.0
11257,good day ascot race fun free family girl,"['ascot', 'races', 'fun', 'free', 'family', 'girlsâ']",,0.0
11258,chill five mini poodle super cute nero love,"['chilling', 'poodle', 'super']",,0.0
11259,fl many time stay away water even puddle gator still hope find alive,[],,0.0
11260,think say around year,[],,0.0
11261,good feel happen smile instalike instamood instapic,"['smile', 'instalike', 'instamood', 'instapic']",,0.0
11262,grow teenagemutantninjatules amp nd film fantastic amazingfilm raph leo donni mikey tulepower,"['teenagemutantninjatules', 'fantastic', 'amazingfilm', 'raph', 'leo', 'donni', 'mikey', 'tulepower']",,0.0
11263,krimjiho cohiarin happy bihday tu yul happy bihday tu yul happy bday happy bday happy bihday tu yul,[],,0.0
11264,what happend,[],,0.0
11265,not easy angry time contemplate life soangry bird,['soangry'],,0.0
11266,who kill six geneticist why what secret die protect goodread claire anne joy,"['geneticists', 'goodread', 'claire', 'anne', 'joy']",,0.0
11267,bihday jesy,[],,0.0
11268,people dont like dedicate life get attention make see shady shit,[],,0.0
11269,audience duane henry insightful,[],,0.0
11270,go sleep tomorrow arrive fast buthelltired cantsleep dayoff mondaysareafavouriteofmine,"['buthelltired', 'cantsleep', 'dayoff', 'mondaysareafavouriteofmine']",,0.0
